revision;file;leftContent;rightContent
/home/arthur/analysis/projects/glide/revisions/rev_42dde93_058ef77/rev_42dde93-058ef77.revisions;/samples/flickr/src/com/bumptech/flickr/FlickrSearchActivity.java;0
/home/arthur/analysis/projects/glide/revisions/rev_42dde93_058ef77/rev_42dde93-058ef77.revisions;/samples/flickr/src/com/bumptech/flickr/api/Api.java;0
/home/arthur/analysis/projects/glide/revisions/rev_42dde93_058ef77/rev_42dde93-058ef77.revisions;/library/src/com/bumptech/glide/Glide.java;0
/home/arthur/analysis/projects/java/revisions/rev_0ba11d2_d1d0eaf/rev_0ba11d2-d1d0eaf.revisions;/java/3.4/srcPubnubApi/com/pubnub/api/PubnubUtil.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_8f8b2df_2a372ba/rev_8f8b2df-2a372ba.revisions;/src/main/java/com/corundumstudio/socketio/utils/ConcurrentHashSet.java;0
/home/arthur/analysis/projects/java/revisions/rev_153f3fb_2b2536d/rev_153f3fb-2b2536d.revisions;/android/3.4/examples/SubscribeAtBoot/src/com/pubnub/examples/SubscribeAtBoot/HelloWorldActivity.java;0
/home/arthur/analysis/projects/java/revisions/rev_153f3fb_2b2536d/rev_153f3fb-2b2536d.revisions;/android/3.4/examples/SubscribeAtBoot/src/com/pubnub/examples/SubscribeAtBoot/PubnubService.java;0
/home/arthur/analysis/projects/java/revisions/rev_153f3fb_2b2536d/rev_153f3fb-2b2536d.revisions;/android/3.4/examples/SubscribeAtBoot/src/com/pubnub/examples/SubscribeAtBoot/BootReceiver.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_2e9b5ef_e797a71/rev_2e9b5ef-e797a71.revisions;/src/main/java/com/corundumstudio/socketio/AuthorizeHandler.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_2e9b5ef_e797a71/rev_2e9b5ef-e797a71.revisions;/src/main/java/com/corundumstudio/socketio/utils/ConcurrentHashSet.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_2e9b5ef_e797a71/rev_2e9b5ef-e797a71.revisions;/src/main/java/com/corundumstudio/socketio/parser/JacksonJsonSupport.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_2e9b5ef_e797a71/rev_2e9b5ef-e797a71.revisions;/src/main/java/com/corundumstudio/socketio/AckManager.java;0
/home/arthur/analysis/projects/netty-socketio/revisions/rev_2e9b5ef_e797a71/rev_2e9b5ef-e797a71.revisions;/src/main/java/com/corundumstudio/socketio/namespace/Namespace.java;0
/home/arthur/analysis/projects/glide/revisions/rev_fa8e803_d216308/rev_fa8e803-d216308.revisions;/library/tests/src/com/bumptech/glide/KeyGeneratorTest.java;0
/home/arthur/analysis/projects/glide/revisions/rev_fa8e803_d216308/rev_fa8e803-d216308.revisions;/library/tests/src/com/bumptech/glide/GlideTest.java;0
/home/arthur/analysis/projects/glide/revisions/rev_fa8e803_d216308/rev_fa8e803-d216308.revisions;/library/src/com/bumptech/glide/Glide.java;0
/home/arthur/analysis/projects/glide/revisions/rev_fa8e803_d216308/rev_fa8e803-d216308.revisions;/library/src/com/bumptech/glide/resize/SafeKeyGenerator.java;0
